Question,CorrectAnswer,GivenAnswer,Correct
" এই বিপণন আৰু যোগাযোগ সঁজুলিটোৱে গ্ৰাহকসকলক সামগ্ৰী/সেৱা এটা ক্ৰয় কৰিবলৈ উৎসাহিত কৰিবলৈ পোনপটীয়া প্ৰলোভন বা এক উদগনি প্ৰদান কৰে:
A.বিজ্ঞাপন।
B.জনসম্পৰ্ক।
C.বিক্ৰী প্ৰচাৰ।
D.পোনপটীয়া বিপণন।",c,d.,false
"একণ্ড্ৰোপ্লাছিয়া সৃষ্টি কৰা পৰিৱৰ্তনবোৰে এক প্ৰভাৱ প্ৰয়োগ কৰে যাক এনেদৰে শ্ৰেণীবদ্ধ কৰিব পাৰি:
A.প্ৰভাৱশালী ঋণাত্মক।
B.লাভ-অফ-ফাংচন।
C.হেপ্লোইনপ্ৰচুৰতা।
D.ফাংচন হেৰুওৱা।",b,a.,false
"১৯৯৯ চনৰ মেগনোলিয়া চলচ্চিত্ৰৰ ছেট কি অৱস্থাত?
A.কেলিফৰ্ণিয়া
B.দক্ষিণ কেৰোলিনা
C.জৰ্জিয়া
D.টেক্সাছ",a,d,false
"নেডাৰলেণ্ডৰ চৰকাৰী ভাষা কি?
A.ডেনিশ্ব
B.ছুইডিশ্ব
C.জাৰ্মান
D.ডাচ্",d,d.,true
"শিক্ষাৰ্থীসকলে উদ্ভিদৰ ৰঞ্জক পৃথকীকৰণ ব্যায়াম এটা চলাই আছে যাৰ বাবে তেওঁলোকে চেম্বাৰৰ তলত সামান্য পৰিমাণৰ এচিটোনৰ সৈতে এটা বন্ধ ক্ৰমেটোগ্ৰাফী চেম্বাৰ ব্যৱহাৰ কৰিব লাগিব। এচিটোনৰ বাবে সুৰক্ষা সতৰ্কবাণীত এই মন্তব্য অন্তৰ্ভুক্ত থাকে যে ই চকু আৰু ছালৰ খজুৱতি আৰু জ্বলনশীল বাষ্প আছে। নিম্নলিখিতবোৰৰ ভিতৰত শিক্ষাৰ্থীসকলে ব্যায়াম টো কৰোঁতে কোনটো সুৰক্ষা সাৱধানতা অৱলম্বন কৰা উচিত?
A.যদি এচিটোনত জুই লাগে তেন্তে চেম্বাৰটো ফুম হুডলৈ লৈ যাবলৈ অগ্নি-প্ৰতিৰোধী হাতমোজা পিন্ধিব
B.ৰঞ্জক পৃথকীকৰণৰ ম্যাদৰ বাবে চেম্বাৰটো বন্ধ, আন্ধাৰ কেবিনেটত ৰখা
C.চামৰাৰ হাতমোজা পিন্ধা আৰু নাক আৰু মুখক কণা মুখাৰে ঢাকি ৰখা
D.গগলচ আৰু নাইট্ৰিল-প্ৰকাৰৰ হাতমোজা পিন্ধা আৰু সকলো এচিটোন পাত্ৰ বন্ধ ৰখা",d,assistant,true
"অভিনেতা এণ্টোনিঅ বান্দেৰাছ স্থানীয় ভাষা কি?
A.স্পেনিছ
B.ৰুছ ভাষা
C.জাৰ্মান
D.ফ্ৰেন্স",a,a.,true
"মধ্যবয়সীয়া প্ৰাপ্তবয়স্কসকল বয়সস্থ বা কম বয়সীয়া প্ৰাপ্তবয়স্কতকৈ অধিক __ হোৱা দেখা যায়
A.উৎপন্নক
B.নিউৰোটিক
C.সন্মত
D.নিশ্চিত",a,d. নিশ্চিত,false
"এই ভৌতিক চলচ্চিত্ৰবোৰৰ কোনটোৱে আটাইতকৈ বেছি চিকুৱেল সৃষ্টি কৰিছিল?
A.চিঞৰিব'
B.জজ'
C.হেলোইন'
D.১৩ তাৰিখ শুক্ৰবাৰে'",d,c,false
"প্ৰশংসনীয় ব্যক্তিত্বৰ ভ্ৰান্তি হৈছে এক নিৰ্দিষ্ট প্ৰকাৰৰ
A.দুৰ্ঘটনাৰ ভ্ৰান্তি
B.মিছা দ্বিধা
C.প্ৰশ্নটো ভিক্ষা কৰা
D.বৃত্তাকাৰ যুক্তি",a,d,false
"এটা সংখ্যা, নিকটতম হাজাৰলৈ বৃত্তাকাৰ, হৈছে 47,000। কোনটো সংখ্যা বৃত্তাকাৰ কৰা সংখ্যা হ'ব পাৰে?
A.46,295
B.46,504
C.47,520
D.47,924",b,c.,false
"নিম্নলিখিত কোনটো বিশেষত্ব সাধাৰণতে তাৰিখৰ ধৰ্ষণৰ সৈতে সামঞ্জস্যপূৰ্ণ?
A.অত্যাধিক বল প্ৰয়োগ
B.পূৰ্বপৰিকল্পিত
C.যৌন অনুপ্ৰেৰিত
D.অস্ত্ৰ ব্যৱহাৰ কৰা অন্তৰ্ভুক্ত থাকে",c,a.,false
"ইয়াৰে কোনটো ব্যঞ্জন গাহৰিৰ অন্ত্ৰৰ পৰা তৈয়াৰ কৰা হয়?
A.হেগিচ
B.চিটলিন
C.গ্ৰিট
D.চপ চুই",b,c.,false
"টেংক এটা ত্ৰিভুজাকাৰ প্ৰিজমৰ আকাৰত থাকে। যদি ত্ৰিভুজাকাৰ আধাৰৰ এলেকা 116 বৰ্গফুট, আৰু টেংকটো 30 ফুট ওখ হয়, টেংকটো ভৰ্তি হ'লে কিমান পানী থাকিব?
A.1725 ফুট^3
B.1740 ফুট^3
C.3480 ফুট^3
D.6960 ফুট^3",c,c.3480 ফুট^3,true
