Question,CorrectAnswer,GivenAnswer,Correct
"एक आपूर्तिकर्ता पर लगाया गया कर मूल्य वृद्धि के रूप में उपभोक्ता को अधिक पारित किया जाएगा यदि
A.मांग की कीमत लोच अत्यधिक लोचदार है।
B.मांग की कीमत लोच अत्यधिक बेलोचदार है।
C.मांग की कीमत लोच इकाई लोचदार होती है।
D.मांग की मजदूरी लोच अत्यधिक लोचदार है।",b,,false
� माध्यम से धारा के परिवर्तन की दर का गुणनफल।",d,,true
��क्षित है",c,,true
"एक रोगी छठी ग्रीवा कशेरुका के स्तर पर रीढ़ की हड्डी को नुकसान के साथ एक टूटी हुई गर्दन से पीड़ित है।
A.वे जीवन समर्थन के बिना सांस लेने में असमर्थ होंगे।
B.वे केवल चुपचाप सांस लेने में सक्षम होंगे।
C.श्वास पर प्रभाव की भविष्यवाणी करना असंभव है।
D.श्वास अप्रभावित रहेगी।",b,,true
"कथन 1 | एक समूह में (ab)^{-2} = b^{-2}a^{-2}. विवरण 2 | एक समूह में (ab)^n = a^nb^n.
A.सच, सच
B.झूठा, झूठा
C.सही, गलत
D.झूठा, सच",b,,true
"के-फोल्ड क्रॉस-सत्यापन है
A.K में रैखिक
B.K में द्विघात
C.घन में K
D.K में घातांकीय",a,,true
"पश्चिमी यूरोप में बीसवीं शताब्दी के मोड़ पर कौन सा मनोवैज्ञानिक परिप्रेक्ष्य सबसे लोकप्रिय था?
A.तंत्रिका विज्ञान
B.विकासमूलक
C.व्यवहारवादी
D.मनोविश्लेषणात्मक",d,,true
"अर्थव्यवस्था गहरी मंदी में है। इस आर्थिक स्थिति को देखते हुए, मौद्रिक नीति के बारे में निम्नलिखित में से कौन सा कथन सही है?
A.विस्तारवादी नीति केवल मंदी को खराब करेगी।
B.विस्तारवादी नीति समग्र मांग को बहुत बढ़ा देती है यदि निवेश ब्याज दर में परिवर्तन के प्रति संवेदनशील है।
C.संकुचनकारी नीति निवेश और उपभोग के लिए उपयुक्त प्रोत्साहन है।
D.यदि पैसे की मांग पूरी तरह से लोचदार है, तो विस्तारवादी मौद्रिक नीति काफी प्रभावी हो सकती है।",b,,true
"बिट स्ट्रिंग्स के निम्नलिखित में से कौन सा सेट एक नियमित अभिव्यक्ति के साथ वर्णित नहीं किया जा सकता है?
A.सभी बिट स्ट्रिंग्स जिनकी शून्य संख्या पांच का गुणज है
B.सभी बिट स्ट्रिंग्स एक शून्य से शुरू होते हैं और एक के साथ समाप्त होते हैं
C.शून्य की सम संख्या के साथ सभी बिट स्ट्रिंग्स
D.शून्य से अधिक वाले सभी बिट स्ट्रिंग्स",d,,true
"भारत से संयुक्त राज्य अमेरिका जाने पर विचार करते समय निम्नलिखित में से कौन सा कारक रीवा के लिए ""पुल"" कारक माना जाएगा?
A.घोर गरीबी
B.बेहतर नौकरी और उच्च मजदूरी
C.भारत की जाति व्यवस्था
D.उसके पड़ोस में हिंसा",b,,true
