Question,CorrectAnswer,GivenAnswer,Correct
"1999 ਦੀ ਫਿਲਮ ਮੈਗਨੋਲੀਆ ਕਿਸ ਰਾਜ ਵਿੱਚ ਸੈੱਟ ਕੀਤੀ ਗਈ ਹੈ?
A.ਕੈਲੀਫੋਰਨੀਆ
B.ਦੱਖਣੀ ਕੈਰੋਲੀਨਾ
C.ਜੋਰਜੀਆ
D.ਟੈਕਸਾਸ",a,c.,false
"ਇਸ ਦੀ ਗਿਣਤੀ 47,000 ਹੈ, ਜੋ ਕਿ ਸਭ ਤੋਂ ਨੇੜੇ ਹੈ। ਕਿਹੜੀ ਸੰਖਿਆ ਉਹ ਸੰਖਿਆ ਹੋ ਸਕਦੀ ਹੈ ਜੋ ਗੋਲ ਕੀਤੀ ਗਈ ਸੀ?
A.46,295
B.46,504
C.47,520
D.47,924",b,c.,false
"K-ਫੋਲਡ ਕਰਾਸ-ਵੈਲੀਡੇਸ਼ਨ ਹੈ
A.K ਵਿੱਚ ਲੀਨੀਅਰ
B.K ਵਿੱਚ ਚਤੁਰਕੀ
C.K ਵਿੱਚ ਕਿਊਬਿਕ
D.K ਵਿੱਚ ਐਕਸਪੋਨੇਂਸ਼ੀਅਲ",a,a.,true
"ਨੀਦਰਲੈਂਡਜ਼ ਦੀ ਅਧਿਕਾਰਤ ਭਾਸ਼ਾ ਕੀ ਹੈ?
A.ਡੈਨਿਸ਼
B.ਸਵੀਡਿਸ਼
C.ਜਰਮਨ
D.ਡੱਚ",d,d.,true
"ਪ੍ਰਸ਼ੰਸਾਯੋਗ ਸ਼ਖਸੀਅਤ ਦਾ ਭੁਲੇਖਾ ਇੱਕ ਵਿਸ਼ੇਸ਼ ਕਿਸਮ ਦਾ ਹੈ
A.ਹਾਦਸੇ ਦੀ ਗਲਤੀ
B.ਝੂਠੀ ਦੁਬਿਧਾ
C.ਸਵਾਲ ਪੁੱਛਣਾ
D.ਸਰਕੂਲਰ ਤਰਕ",a,b,false
"ਇਹਨਾਂ ਵਿੱਚੋਂ ਕਿਹੜਾ ਪਕਵਾਨ ਸੂਰ ਦੀਆਂ ਅੰਤੜੀਆਂ ਤੋਂ ਬਣਾਇਆ ਜਾਂਦਾ ਹੈ?
A.ਹੈਗੀਸ
B.ਚਿਟਲਿਨਜ਼
C.ਗ੍ਰਿਟਸ
D.Chop Sue",b,d.,false
"ਅਭਿਨੇਤਾ ਐਂਟੋਨੀਓ ਬੈਂਡਰਸ ਦੀ ਮੂਲ ਭਾਸ਼ਾ ਕੀ ਹੈ?
A.ਸਪੇਨੀ
B.ਰੂਸੀ
C.ਜਰਮਨ
D.ਫਰੈਂਚ",a,b.,false
"1.0 M ਫਿਨੋਲ, C6H5OH, ਘੋਲ ਵਿੱਚ H+(aq) ਇਕਾਗਰਤਾ ਨਿਰਧਾਰਤ ਕਰੋ। (ਫਿਨੋਲ ਲਈ ਕਾ 1 × 10^-10 ਹੈ.)
A.1 × 10^-10 M
B.1 × 10^-9 M
C.1 × 10^-3 M
D.1 × 10^-5 M",d,a.1 × 10^-10 m,false
"ਇਹਨਾਂ ਵਿੱਚੋਂ ਕਿਹੜੀਆਂ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ ਆਮ ਤੌਰ 'ਤੇ ਤਾਰੀਖ ਬਲਾਤਕਾਰ ਦੇ ਅਨੁਕੂਲ ਹੁੰਦੀਆਂ ਹਨ?
A.ਬਹੁਤ ਜ਼ਿਆਦਾ ਤਾਕਤ ਦੀ ਵਰਤੋਂ
B.ਪੂਰਵ-ਯੋਜਨਾਬੱਧ
C.ਜਿਨਸੀ ਤੌਰ 'ਤੇ ਪ੍ਰੇਰਿਤ
D.ਇੱਕ ਹਥਿਆਰ ਦੀ ਵਰਤੋਂ ਸ਼ਾਮਲ ਹੈ",c,a. ਬਹੁਤ ਜ਼ਿਆਦਾ ਤਾਕਤ ਦੀ ਵਰਤੋਂ,false
"ਇਹਨਾਂ ਵਿੱਚੋਂ ਕਿਹੜੀ ਡਰਾਉਣੀ ਫਿਲਮ ਨੇ ਸਭ ਤੋਂ ਵੱਧ ਸੀਕਵਲ ਪੈਦਾ ਕੀਤੇ?
A.ਚੀਕਣਾ'
B.ਜੌਸ '
C.ਹੈਲੋਵੀਨ
D.ਸ਼ੁੱਕਰਵਾਰ 13'",d,a.ਚੀਕਣਾ',false
"ਮੱਧ-ਉਮਰ ਦੇ ਬਾਲਗ ਬਜ਼ੁਰਗ ਜਾਂ ਛੋਟੇ ਬਾਲਗਾਂ ਨਾਲੋਂ ਵਧੇਰੇ ____ ਜਾਪਦੇ ਹਨ
A.ਜੈਨੇਰੇਟਿਵ
B.ਨਿਊਰੋਟਿਕ
C.ਸਹਿਮਤ
D.ਕੁਝ ਖਾਸ",a,d. ਕੁਝ ਖਾਸ,false
"ਹੇਠ ਲਿਖੇ ਸ਼ਰਤਾਂ ਵਾਲੇ ਪ੍ਰਸਤਾਵ ਦੇ ਪਿਛੋਕੜ ਦੀ ਪਛਾਣ ਕਰੋ: ਮਧੂਮੱਖੀਆਂ ਆਪਣੀ ਪਹਿਲੀ ਗੇਮ ਤਾਂ ਹੀ ਜਿੱਤਦੀਆਂ ਹਨ ਜੇ ਆਰਡਵਰਕਸ ਜਾਂ ਚਿਪਮੰਕ ਆਪਣੀਆਂ ਪਹਿਲੀਆਂ ਖੇਡਾਂ ਨਹੀਂ ਜਿੱਤਦੇ.
A.ਆਰਡਵਰਕਸ ਆਪਣੀ ਪਹਿਲੀ ਗੇਮ ਨਹੀਂ ਜਿੱਤ ਸਕੇ।
B.ਮਧੂ ਮੱਖੀਆਂ ਆਪਣੀ ਪਹਿਲੀ ਖੇਡ ਜਿੱਤਦੀਆਂ ਹਨ।
C.ਚਿਪਮੰਕ ਆਪਣੀ ਪਹਿਲੀ ਗੇਮ ਨਹੀਂ ਜਿੱਤ ਸਕੇ।
D.ਜਾਂ ਤਾਂ ਆਰਡਵਰਕਸ ਜਾਂ ਚਿਪਮੁੰਕ ਆਪਣੀਆਂ ਪਹਿਲੀਆਂ ਖੇਡਾਂ ਨਹੀਂ ਜਿੱਤਦੇ.",b,"the correct answer is a. ਆਰਡਵਰਕਸ ਆਪਣੀ ਪਹਿਲੀ ਗੇਮ ਨਹੀਂ ਜਿੱਤ ਸਕੇ।

the other options are incorrect because they do not accurately describe the situation.",false
"ਪਰਿਵਰਤਨ ਜੋ ਐਕੋਨਡਰੋਪਲਾਸੀਆ ਦਾ ਕਾਰਨ ਬਣਦੇ ਹਨ ਇੱਕ ਪ੍ਰਭਾਵ ਪਾਉਂਦੇ ਹਨ ਜਿਸਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਵਰਗੀਕ੍ਰਿਤ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ:
A.ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਕਾਰਾਤਮਕ.
B.ਫੰਕਸ਼ਨ ਦਾ ਲਾਭ।
C.ਹੈਪਲੋਇਨਫੈਂਸੀ।
D.ਫੰਕਸ਼ਨ ਦਾ ਨੁਕਸਾਨ।",b,the correct answer is a.ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਨਕਾਰਾਤਮਕ.,false
