Question,CorrectAnswer,GivenAnswer,Correct
"Кој е актерот Антонио Бандерас роден јазик?
A.Шпански
B.Руски
C.Германски
D.Француски",A,A. Шпански,A
�азик на Холандија е:
D. Холандски",D
"Бизнисите се занимаваат со социјално сметководство поради барањата од _________, со цел да се идентификуваат ________, да се подобрат ___________ и да се охрабрат _________ и ___________
A.Учесници, ризици, управување со учесниците, одговорност, транспарентност
B.Учесници, одговорност, транспарентност, ризици, управување со учесниците
C.Учесници, одговорност, ризици, учесници, менаџмент на учесниците
D.Учесници, управување со учесниците, транспарентност, ризици, одговорност",A,"A. Учесници, ризици, управување со учесниците, одговорност, транспарентност",A
"Каков е терминот до кој степен конкуренцијата во една земја е под влијание на конкуренцијата во другите земји?
A.Меѓународна трговија
B.Глобална економија
C.Глобална конкуренција
D.Глобализација",D,"Терминот кој го опишува степенот до кој конкуренцијата во една земја е под влијание на конкуренцијата во другите земји е:

C. Глобална конкуренција",C
"Во која состојба е снимањето на филмот Магнолија од 1999 година?
A.Калифорнија
B.Јужна Каролина
C.Грузија
D.Тексас.",A,"Снимањето на филмот ""Магнолија"" од 1999 година се одвиваше во Калифорнија.",A
"Во серија коло, ако струјата во една светилка е 2 А, струјата во светилката до неа е
A.Половина, 1 А
B.02:00
C.Зависи која лампа е поблиску до батеријата
D.Нема доволно информации да се каже",B,"Во серија коло, струјата е иста низ сите компоненти бидејќи има само еден пат низ кој струјата може да тече. Значи, ако струјата во една светилка е 2 А, тогаш струјата во светилката до неа исто така ќе биде 2 А.

Така што, точниот одговор е:
B. 2 А",B
"Пациентот страда од скршен врат со оштетување на 'рбетот на нивото на шестиот цервикален прешлен.
A.Тие нема да можат да дишат без животна поддршка.
B.Тие само ќе можат да дишат тивко.
C.Невозможно е да се предвиди ефект врз дишењето.
D.Дишењето ќе биде незафатено.",B,"A.Тие нема да можат да дишат без животна поддршка.

Оштетувањето на 'рбетот на нивото на шестиот цервикален прешлен (C6) може да влијае на нервите кои го контролираат дијафрагмата и другите мускули кои се важни за дишењето. Во таков случај, пациентот може да има сериозни проблеми со дишењето и може да им биде потребна животна поддршка.",A
"Најверојатно учената беспомошност е директно поврзана со
A.Ефектот на Барнум.
B.Самостојна пристрасност.
C.Надворешен локус на контрола.
D.безусловно позитивно почитување.",C,"Најверојатно учената беспомошност е директно поврзана со:
C. Надворешен локус на контрола.

Учената беспомошност е состојба во која поединецот верува дека не може да влијае на исходите на настаните, што често води до пасивност и откажување од обидите за промена. Оваа состојба е тесно поврзана со надворешниот локус на контрола, каде што луѓето веруваат дека нивните животи се под контрола на надворешни фактори, а не на нивните сопствени постапки и одлуки.",C
"Која психолошка перспектива била најпопуларна на почетокот на дваесеттиот век во Западна Европа?
A.Невронаучност
B.Еволуционер
C.Однесувач
D.Психоаналитички",D,"D. Психоаналитички

На почетокот на дваесеттиот век, психоаналитичката перспектива, развиена од Сигмунд Фројд, била најпопуларна во Западна Европа. Психоанализата се фокусира на несвесните процеси, детските искуства и динамиката на внатрешните конфликти како клучни фактори за разбирање на човечкото однесување и менталните нарушувања.",D
"Ова прашање се однесува на следниве информации.
""Семињата на тоталитарните режими се негуваат од мизеријата и сакаат. Тие се шират и растат во злобната почва на сиромаштијата и расправиите. Тие го достигнуваат својот целосен раст кога ќе умре надежта на луѓето за подобар живот. Мораме да ја одржиме таа надеж жива. Големите одговорности ни ги стави брзото движење на настаните. Уверен сум дека Конгресот ќе се соочи со овие одговорности.
Претседателот Хари С. Труман, 1947
Идеите изразени во преминот над најдиректно одразуваат кој од следните континуитети во историјата на САД?
A.Дебати за односот помеѓу Конгресот и претседателот.
B.Дебати за употребата на воената сила во нестабилни ситуации.
C.Дебати за улогата на САД во светските работи.
D.Дебати за соодветната улога на политичките партии.",C,"Идеите изразени во преминот најдиректно одразуваат:

C. Дебати за улогата на САД во светските работи.

Претседателот Хари С. Труман во својот говор од 1947 година се осврнува на важноста на одржувањето на надежта и спречувањето на ширењето на тоталитарните режими, што е директно поврзано со улогата на САД во глобалните прашања и нивната одговорност во светската политика. Ова е во контекст на почетокот на Студената војна и Трумановата доктрина, која имаше за цел да спречи ширење на комунизмот и да поддржи демократски влади.",C
