Question,CorrectAnswer,GivenAnswer,Correct
"এই প্রশ্নটি নিম্নলিখিত তথ্যকে বোঝায়।
""সর্বগ্রাসী শাসনের বীজ দুঃখ ও অভাব দ্বারা লালিত হয়। দারিদ্র্য ও কলহের অশুভ মাটিতে তারা ছড়িয়ে পড়ে এবং বেড়ে ওঠে। তারা তাদের পূর্ণ বিকাশে পৌঁছায় যখন একটি মানুষের উন্নত জীবনের আশা মারা যায়। সেই আশা বাঁচিয়ে রাখতে হবে... ঘটনাপ্রবাহের দ্রুত গতিতে আমাদের উপর বিরাট দায়িত্ব অর্পিত হয়েছে। আমার দৃঢ় বিশ্বাস, কংগ্রেস এই দায়িত্বের মুখোমুখি হবে।
প্রেসিডেন্ট হ্যারি এস ট্রুম্যান, ১৯৪৭
উপরের অনুচ্ছেদে প্রকাশিত ধারণাগুলি মার্কিন ইতিহাসের নিচের কোনটি ধারাবাহিকতা সরাসরি প্রতিফলিত করে?
A.কংগ্রেস এবং রাষ্ট্রপতির মধ্যে সম্পর্ক নিয়ে বিতর্ক।
B.অস্থিতিশীল পরিস্থিতিতে সামরিক শক্তির ব্যবহার নিয়ে বিতর্ক।
C.বিশ্ব বিষয়গুলিতে মার্কিন যুক্তরাষ্ট্রের ভূমিকা নিয়ে বিতর্ক।
D.রাজনৈতিক দলগুলোর যথাযথ ভূমিকা নিয়ে বিতর্ক।",c,assistant,true
"নেদারল্যান্ডের সরকারি ভাষা কি?
A.ড্যানিশ
B.সুইডিশ
C.জার্মান
D.ডাচ",d,"the correct answer is d. ডাচ (dutch).

the official language of the netherlands is dutch.",true
"শিক্ষার্থীরা একটি উদ্ভিদ রঙ্গক বিচ্ছেদ অনুশীলন পরিচালনা করছে যার জন্য তাদের চেম্বারের নীচে অল্প পরিমাণে অ্যাসিটোন সহ একটি বদ্ধ ক্রোমাটোগ্রাফি চেম্বার ব্যবহার করা প্রয়োজন। অ্যাসিটোনের জন্য সুরক্ষা সতর্কতাগুলির মধ্যে এই বিবৃতি অন্তর্ভুক্ত রয়েছে যে এটি একটি চোখ এবং ত্বকের জ্বালাময়ী এবং জ্বলনযোগ্য বাষ্প রয়েছে। নিম্নলিখিতগুলির মধ্যে 'অনুশীলনটি পরিচালনা করার সময় শিক্ষার্থীদের কোন সুরক্ষা সতর্কতা অবলম্বন করা উচিৎ?
A.- অ্যাসিটোন আগুন ধরে গেলে চেম্বারটিকে ধোঁয়া হুডে নিয়ে যাওয়ার জন্য অগ্নি-প্রতিরোধক গ্লাভস লাগানো
B.রঙ্গক বিচ্ছেদের সময়কালের জন্য একটি বদ্ধ, অন্ধকার মন্ত্রিসভায় চেম্বার স্থাপন করা
C.চামড়ার গ্লাভস পরা এবং একটি কণা মুখোশ দিয়ে নাক এবং মুখ ঢেকে রাখা
D.গগলস এবং নাইট্রাইল-ধরণের গ্লাভস পরা ও সমস্ত অ্যাসিটোন পাত্রে বন্ধ রাখা",d,assistant,true
"অভিনেতা আন্তোনিও বান্দেরাসের স্থানীয় ভাষা কি?
A.স্প্যানিশ
B.রুশ
C.জার্মান
D.ফরাসী",a,"the correct answer is b. রুশ (russian).

antonio bandeiras is a brazilian musician, but his name is of italian origin, and his music is influenced by various styles, including russian music.",false
"মধ্যবয়সী প্রাপ্তবয়স্করা বয়স্ক বা অল্প বয়স্কদের চেয়ে বেশি ____ বলে মনে হয়
A.উৎপাদক
B.নিউরোটিক
C.সহমত
D.কিছু",a,"the correct answer is c. সহমত (consensus).

the sentence is saying that people who are in their mid-life or older tend to have a more consensus-based approach to decision-making, rather than being more impulsive or individualistic.",false
" এই বিপণন এবং যোগাযোগ সরঞ্জামটি গ্রাহকদের পণ্য / পরিষেবা কিনতে উত্সাহিত করার জন্য সরাসরি প্ররোচনা বা উত্সাহ সরবরাহ করে:
A.বিজ্ঞাপন।
B.জনসংযোগ।
C.বিক্রয় প্রচার।
D.সরাসরি বিপণন।",c,"the correct answer is d. সরাসরি বিপণন।

the sentence means that the company directly encourages customers to buy their products or services through direct marketing or promotion.",false
"নিকটতম হাজারে গোল করা একটি সংখ্যা ৪৭,০০০। গোলাকার সংখ্যাটি কোন সংখ্যা হতে পারে?
A.46,295
B.46,504
C.47,520
D.47,924",b,"a nice math problem!

let's analyze the given number: 47,000,000.

we need to find a number that is closest to this given number.

after some calculations, i found that the closest number is:

47,924,000

so, the correct answer is:

d. 47,924",true
"ভারত থেকে মার্কিন যুক্তরাষ্ট্রে যাওয়ার বিষয়টি বিবেচনা করার সময় নীচে লেখা বিষয়গুলির মধ্যে কোনটি রিভার জন্য ""টান"" ফ্যাক্টর হিসাবে বিবেচিত হবে?
A.চরম দারিদ্র্য
B.ভাল চাকরি এবং উচ্চ বেতন
C.ভারতের জাতিভেদ প্রথা
D.তার পাড়ায় সহিংসতা",b,"the correct answer is a. চরম দারিদ্র্য (extreme poverty).

the passage mentions that the person is considering moving to the united states, which is a country with a relatively high standard of living. the passage also mentions that the person is considering moving to the united states due to extreme poverty in their current location.",false
"১৯৯৯ সালের ম্যাগনোলিয়া সিনেমার প্রেক্ষাপট কোন অবস্থায়?
A.ক্যালিফোর্নিয়া
B.সাউথ ক্যারোলাইনা
C.জর্জিয়া
D.টেক্সাস",a,"the correct answer is c. georgia.

the movie ""magnolia"" (1999) is set in the fictional town of san bernardino, california, as well as in the city of nogales, arizona. however, the movie also features a subplot involving a character named earl partridge, who is dying in a hospital in georgia.",false
"নিম্নলিখিত বৈশিষ্ট্যগুলির মধ্যে কোনটি সাধারণত তারিখ ধর্ষণের সাথে সামঞ্জস্যপূর্ণ?
A.মাত্রাতিরিক্ত বল প্রয়োগ
B.পূর্বপরিকল্পিত
C.যৌন উদ্দেশ্যপ্রণোদিত
D.একটি অস্ত্র ব্যবহার জড়িত",c,"the correct answer is b. পূর্বপরিকল্পিত (pre-planned).

the question is asking about the typical characteristics of a date rape scenario. the correct answer is that the scenario is typically pre-planned, meaning that the perpetrator has planned and prepared for the assault in advance.",false
