Question,CorrectAnswer,GivenAnswer,Correct
"Watter hiervan maak die bepaling van die evolusionêre verwantskap van verskillende spesies gebaseer op die aminosuurvolgorde van homoloë proteïene oor die algemeen minder akkuraat as bepalinge van verwantskap gebaseer op die nukleotiedvolgordes van homoloë gene?
A.Stille mutasies
B.Geen dupliserings
C.Translokasiegebeurtenisse wat geenreekse verander
D.Oorkruising",A,,
"Watter van hierdie gruwelfilms het die meeste vervolgverhale voortgebring?
A.Skree'
B.Kake se
C.Halloween'
D.Vrydag die 13de'",D,,
"Studente doen 'n plantpigment skeidingsoefening wat vereis dat hulle 'n geslote chromatografiekamer met 'n klein hoeveelheid asetoon in die onderkant van die kamer gebruik. Veiligheidswaarskuwings vir asetoon sluit in die stelling dat dit 'n oog- en velirriterend is en vlambare dampe het. Van die volgende: watter veiligheidsmaatreëls moet die studente tref tydens die oefening?
A.Trek brandvertragende handskoene aan om die kamer na 'n dampkap te dra as die asetoon aan die brand slaan
B.Plaas die kamer in 'n geslote, verduisterde kas vir die duur van die pigment skeiding
C.Dra leerhandskoene en bedek die neus en mond met 'n deeltjiemasker
D.Dra bril en nitriel-tipe handskoene en hou alle asetoonhouers toe",D,,
"Watter van die volgende kenmerke stem oor die algemeen ooreen met datumverkragting?
A.Gebruik van oormatige krag
B.met voorbedagte rade
C.seksueel gemotiveerd
D.behels die gebruik van 'n wapen",C,,
"Wat is die amptelike taal van Nederland?
A.Deens
B.Sweeds
C.Duitse
D.Hollands",D,,
"Identifiseer die antesedent van die volgende voorwaardelike voorstel: Die Bees wen slegs hul eerste wedstryd as óf die Aardvarke óf die Chipmunks nie hul eerste wedstryde wen nie.
A.Die Aardvarke wen nie hul eerste wedstryd nie.
B.Die Bees wen hul eerste wedstryd.
C.Die Chipmunks wen nie hul eerste wedstryd nie.
D.Óf die Aardvarke óf die Chipmunks wen nie hul eerste wedstryde nie.",B,,
"Die spanning wat in 'n induktor geïnduseer word, word voorgestel as,
A.produk van sy induktansie en stroom daardeur.
B.verhouding van sy induktansie tot stroom daardeur.
C.verhouding van stroom daardeur tot sy induktansie.
D.produk van sy induktansie en tempo van verandering van stroom daardeur.",D,,
"Die dwaling van lofwaardige persoonlikheid is 'n spesifieke tipe
A.Die dwaling van ongeluk
B.Valse dilemma
C.Smeek die vraag
D.Sirkulêre redenasie",A,,
"Is die onwettige moord gepleeg deur Minister van land X in die buiteland 'n daad jure imperii of jure gestionis?
A.Sulke gedrag is 'n openbare daad (jure imperii)
B.Sulke gedrag lok nooit immuniteit nie
C.Sulke gedrag is 'n privaat handeling (jure gestionis)
D.Sulke gedrag is 'n openbare daad, maar word beskerm deur immuniteit",C,,
"Bepaal die H + (aq) konsentrasie in 1,0 M fenol, C6H5OH, oplossing. (Die Ka vir fenol is 1 × 10^-10.)
A.1 × 10^-10 m
B.1 × 10^-9 M
C.1 × 10^-3 m
D.1 × 10^-5 M",D,,
"Hierdie vraag verwys na die volgende inligting.
Eerstens moet ons opmerk dat die kosmos sferies van vorm is, deels omdat hierdie vorm 'n volmaakte geheel is wat geen gewrigte benodig nie, die mees volledige van alles is, deels omdat dit die ruimste vorm maak, wat die beste geskik is om alles te bevat en te bewaar; of weer omdat al die samestellende dele van die heelal, dit is die son, maan en die planete in hierdie vorm voorkom; of omdat alles daarna streef om hierdie vorm te bereik, soos blyk in die geval van druppels water en ander vloeibare liggame as hulle hulself probeer definieer. Niemand sal dus twyfel dat hierdie vorm aan die hemelliggame behoort nie. ...
Dat die aarde ook bolvormig is, is dus bo alle twyfel, omdat dit van alle kante op sy middelpunt druk. Alhoewel 'n perfekte sirkel weens die hoogtes van die berge en die depressies van die valleie nie verstaan kan word nie, beïnvloed dit tog nie die algemene sferiese aard van die aarde nie. ...
Aangesien daar reeds aangetoon is dat die aarde die vorm van 'n sfeer het, moet ons oorweeg of 'n beweging ook saamval met hierdie vorm en watter plek die aarde in die heelal het. ... Die oorgrote meerderheid skrywers is dit natuurlik eens dat die aarde stil staan in die middel van die heelal en dit as ondenkbaar en belaglik beskou om die teenoorgestelde te veronderstel. Maar as die saak noukeurig geweeg word, sal gesien word dat die vraag nog nie afgehandel is nie en dus geensins ligtelik beskou moet word nie. Elke verandering van plek wat waargeneem word, is te wyte aan 'n beweging van die waargenome voorwerp of van die waarnemer, of aan bewegings van albei. ... Nou is dit van die aarde dat die omwenteling van die hemele waargeneem word en dit vir ons oë voortgebring word. As die aarde dus geen beweging ondergaan nie, moet hierdie beweging in alles buite die aarde plaasvind, maar in die teenoorgestelde rigting as wanneer alles op die aarde beweeg het, en van hierdie aard is die daaglikse rewolusie. Dit blyk dus die hele heelal te beïnvloed, dit wil sê alles buite die aarde, met die enkele uitsondering van die aarde self. As 'n mens egter moet erken dat hierdie beweging nie eie aan die hemel was nie, maar dat die aarde van wes na oos gedraai het, en as dit noukeurig oorweeg word met betrekking tot die skynbare opkoms en ondergang van die son, die maan en die sterre, sou ontdek word dat dit die werklike situasie was.
Nicolas Copernicus, Die revolusies van die hemelliggame, 1543
Die gedeelte kan gebruik word as bewys dat Copernicus verskil van die tradisionele, Aristoteliese natuurfilosowe van sy tyd omdat hy voorgestel het dat
A.Die kosmos is sferies
B.die aarde is bolvormig
C.Die kosmos is geostaties
D.die aarde staan nie stil nie",D,,
"K-vou kruisvalidering is
A.lineêr in K
B.kwadraties in K
C.kubieke in K
D.eksponensieel in K",A,,
" Hierdie bemarkings- en kommunikasie-instrument bied 'n direkte aansporing of 'n aansporing om kliënte aan te moedig om 'n produk / diens te koop:
A.Advertensie.
B.Openbare betrekkinge.
C.Verkope promosie.
D.Direkte bemarking.",C,,
"'N Pasiënt ly aan 'n gebreekte nek met skade aan die rugmurg op die vlak van die sesde servikale werwel.
A.Hulle sal nie kan asemhaal sonder lewensondersteuning nie.
B.Hulle sal net rustig kan asemhaal.
C.Dit is onmoontlik om 'n effek op asemhaling te voorspel.
D.Asemhaling sal onaangeraak wees.",B,,
"Watter van die volgende faktore sal as 'n ""trek""-faktor vir Riva beskou word wanneer 'n skuif van Indië na die Verenigde State oorweeg word?
A.Erge armoede
B.Beter werk en hoër lone
C.Indië se kastestelsel
D.Geweld in haar buurt",B,,
"'N Tenk is in die vorm van 'n driehoekige prisma. As die driehoekige basis 'n oppervlakte van 116 vierkante voet het en die tenk 30 voet lank is, hoeveel water sal die tenk bevat as dit vol is?
A.1725 ft^3
B.1740 ft^3
C.3480 ft^3
D.6960 ft^3",C,,
"Middeljarige volwassenes blyk meer ____ te wees as ouer of jonger volwassenes
A.Generatiewe
B.neurotiese
C.Aangenaam
D.Sekere",A,,
