Question,CorrectAnswer,GivenAnswer,Correct
"Актер Антонио Бандерас туган теле нәрсә ул?
A.Испан теле
B.Рус теле
C.Немец теле
D.Француз теле",A,А. Испан теле,A
�еле.,D
"Иң якын меңгә кадәр түгәрәкләнгән сан 47 мең кеше. Кайсы сан түгәрәкләнгән сан булырга мөмкин?
A.46,295
B.46,504
C.47,520
D.47,924",B,"Иң якын меңгә кадәр түгәрәкләнгән сан 47 мең кеше булса, бу сан 46,500 белән 47,499 арасында булырга тиеш. Шуңа күрә дөрес җавап:

B. 46,504",B
"Олы яшьтәге олы яшьтәге олы яшьтәгеләр олырак я олылар белән чагыштырганда күбрәк булып күренә
A.Генерив
B.Неврология
C.Яраклы
D.Билгеле",A,"Сезнең сорауыгыз аңлашылмый. Зинһар, аны төгәлрәк итеп формалаштырыгыз. Әгәр сез олы яшьтәге кешеләрнең кайсыдыр үзенчәлекләре турында сорарга телисез икән, зинһар, аны ачыграк итеп языгыз.",C
"X ил министры х чит илдәге хәрамлы үтерү яки jure gestionis эшләгән хәрамга каршы үтерүме?
A.Мондый тәртип - иҗтимагый акт (jure imperii)
B.Мондый тәртип беркайчан да иммунитетны җәлеп итми
C.Мондый тәртип - шәхси акт (jure gestionis)
D.Мондый тәртип — җәмәгать акты, ләкин иммунитет белән сакланган",C,"Министрның чит илдәге үтерүе яки хәрамлы эшчәнлеге дәүләтнең иҗтимагый (дәүләт) эшчәнлеге (jure imperii) дип санала. Шуңа күрә дөрес җавап:

A. Мондый тәртип - иҗтимагый акт (jure imperii)",A
"Серияләр схемасында, бер лампада ток 2 А булса, аның янында лампадагы ток бар
A.Ярты, 1 А
B.2:00
C.Кайсы лампа батареяга якынрак икәненә бәйле
D.Әйтү өчен мәгълүмат җитмәгән",B,"Серияләр схемасында барлык компонентлар бер-бер артлы тоташтырылган, шуңа күрә һәр компонент аша бер үк ток уза. Әгәр бер лампада ток 2 А булса, башка лампаларда да шул ук ток уза. Шуңа күрә дөрес җавап:

B. 2 А",B
"1999-нчы елда булган Магнолия фильмы нинди хәлдә?
A.Калифорния
B.Көньяк Каролина
C.Грузия
D.Техас",A,"1999-нчы елда чыккан ""Магнолия"" фильмы Калифорния штатында, төгәлрәк әйткәндә, Сан-Фернандо үзәнендә бара. Шулай итеп, дөрес җавап: A. Калифорния.",A
"Бу куркыныч фильмнарның кайсысы иң дәвам итте?
A.Кычкыру ""
B.Джавс'
C.""Гаул""
D.Җомга 13 нче""",D,"Иң дәвамлы куркыныч фильмнар сериясе ""Җомга 13 нче"" (Friday the 13th) булып тора. Бу сериядә 12 фильм бар, беренчесе 1980 елда чыккан һәм соңгысы 2009 елда чыккан.",D
"К-катрлы продфера -
A.К сызыгы
B.К-да квадратик
C.К-да куб
D.К-да экспонента",A,"К-катрлы продфера (K-квадратлы профера) - бул математик функцияларның бер төре. Бу функцияләрнең графиклары квадратлы парабола формасында була. Шуңа күрә дөрес җавап:

B. К-да квадратик",B
"Тискәре рецидиваль автокоррельация кайсысы белән күрсәтелә?
A.Кабатлануда киклистик үрнәк
B.Мәсхүл-мәхшәр җирендә яхшы үрнәк
C.Кабатлануда тулы очраклылык
D.Барысы да нульгә якын булган сызыклар",B,"Тискәре рецидиваль автокорреляция (negative serial autocorrelation) гадәттә түбәндәгечә күрсәтелә:

D. Барысы да нульгә якын булган сызыклар

Бу очракта, автокорреляция функциясе (ACF) графигында, автокорреляция коэффициентлары нульгә якын булырга тиеш. Бу күрсәткечләр вакыт рәтендә тискәре бәйләнешләрнең булмавын яки бик аз булуын күрсәтә.",D
"Гарсия һәм Коеллинг тикшеренүләре түбәндәге UCS һәм CS парларының кайсысы иң көчле һәм тиз өйрәнгән?
A.ул эшләрне кылучы хак мөэминнәрне ґәзаб кылыр өчен әҗерне яки җәннәтне бирер
B.Ашамлык-эчемлекне һәм эчә торган эчемлекне.
C.хәрәкәт һәм шок
D.Дәхи аларга ґәзаб һәм бүләк бирелмәс.",B,"Гарсия һәм Коеллинг тикшеренүләре контекстында, иң көчле һәм тиз өйрәнгән UCS (unconditioned stimulus) һәм CS (conditioned stimulus) парлары булып түбәндәге вариант тора:

B. Ашамлык-эчемлекне һәм эчә торган эчемлекне.

Бу тикшеренүләрдә, хайваннар (гадәттә тычканнар) ашамлык яки эчемлек белән бәйле авыруны (UCS) тизрәк һәм көчлерәк өйрәнәләр, чөнки бу биологик яктан әһәмиятле һәм эволюцион яктан мөһим.",B
"Индукторга китерелүче көчәнеш кебек,
A.аның индуктивлыгы һәм агымы.
B.аның индуктивлыгын аның аша агымга нисбәте.
C.аның аша токның индукциясенә нисбәте.
D.индуктивлык продукты һәм аның аша токның үзгәреш темпы.",D,"Индукторга китерелүче көчәнеш индуктивлык продукты һәм аның аша токның үзгәреш темпы белән бәйле. Шуңа күрә дөрес җавап:

D. индуктивлык продукты һәм аның аша токның үзгәреш темпы.",D
