Question,CorrectAnswer,GivenAnswer,Correct
"මැදිවියේ වැඩිහිටියන් වැඩිහිටි හෝ තරුණ වැඩිහිටියන්ට වඩා ____ බව පෙනේ
A.උත්පාදක
B.නියුරෝටික්
C.එකඟයි
D.නිශ්චිතයි",a,b,false
"නෙදර්ලන්තයේ නිල භාෂාව කුමක්ද?
A.ඩේනිෂ් භාෂාව
B.ස්වීඩන භාෂාව
C.ජර්මන් භාෂාව
D.ලන්දේසි භාෂාව",d,a.,false
"1999 දී තිරගත වූ මැග්නෝලියා චිත් රපටය තිරගත වන්නේ කුමන ප් රාන්තයකද?
A.කැලිෆෝනියාව
B.දකුණු කැරොලිනා
C.ජෝර්ජියාව
D.ටෙක්සාස්",a,a.,true
"නළු ඇන්ටෝනියෝ බන්ඩෙරාස් මව් භාෂාව කුමක්ද?
A.ස්පාඤ්ඤ භාෂාව
B.රුසියානු භාෂාව
C.ජර්මන් භාෂාව
D.ප්‍රංශ භාෂාව",a,b,false
"ඌරු බඩවැල් වලින් සාදන ලද මෙම කෑම වර්ග මොනවාද?
A.haggis
B.chitlins
C.grits
D.chop suey",b,a.,false
"1.0 M ෆීනෝල්, C6H5OH, ද්රාවණයේ H + (aq) සාන්ද්රණය තීරණය කරන්න. (ෆීනෝල් සඳහා කා 1 × 10 ^ -10 වේ.)
A.1 × 10 ^-10 M
B.1 × 10 ^-9 M
C.1 × 10 ^-3 M
D.1 × 10 ^-5 M",d,b.1 × 10 ^-9 m,false
"K-ගුණයක් හරස්-වලංගු වේ
A.K හි රේඛීය
B.K හි චතුරස්රාකාර
C.K හි ඝන
D.K හි ඝාතීය",a,a.,true
"ආසන්නතම දහසට වටකුරු සංඛ්යාවක් 47,000 කි. වටකුරු වූ අංකය කුමක් විය හැකිද?
A.46,295
B.46,504
C.47,520
D.47,924",b,c.,false
"ප්රශංසනීය පෞරුෂත්වයේ ව්යාකූලත්වය විශේෂිත වර්ගයකි
A.අනතුරේ මුලාව
B.ව්යාජ උභතෝකෝටිකය
C.ප් රශ්නය බැගෑපත් වීම
D.චක්රලේඛ තර්කනය",a,c.,false
"මෙම බිහිසුණු චිත්රපට වලින් වඩාත්ම අනුප්රාප්තිකයන් බිහි කළේ කුමක්ද?
A.කෑගහනවා'
B.හකු'
C.හැලොවීන්'
D.13 වන සිකුරාදා'",d,a.,false
"පහත දැක්වෙන ලක්ෂණ වලින් සාමාන්යයෙන් දිනය ස්ත්රී දූෂණයට අනුකූල ද?
A.අධික බලය භාවිතා කිරීම
B.කලින් සැලසුම් කළ
C.ලිංගික අභිප්රේරණය
D.ආයුධයක් භාවිතා කිරීම ඇතුළත් වේ",c,"the correct answer is a. අධික බලය භාවිතා කිරීම.

the other options are not correct.",false
"ඉන්දියාවේ සිට එක්සත් ජනපදයට ගමන් කිරීම සලකා බැලීමේදී රීවාට ""අදින්න"" සාධකයක් ලෙස සලකනු ලබන්නේ පහත සඳහන් සාධක මොනවාද?
A.අන්ත දරිද්රතාව
B.වඩා හොඳ රැකියාවක් සහ වැඩි වැටුප්
C.ඉන්දියාවේ කුල ක් රමය
D.ඇගේ අසල්වැසි ප් රචණ්ඩත්වය",b,"the correct answer is a. අන්ත දරිද්රතාව.

the other options are not correct.

note: the question is in sinhala, and the answer is also in sinhala.",false
"සෘණ අවශේෂ ස්වයං සම්බන්ධය පහත සඳහන් ඒවායින් කුමන එකකින් පෙන්නුම් කෙරේද?
A.අවශේෂ වල චක්රීය රටාවක්
B.අවශේෂ වල ප්රත්යාවර්ත රටාවක්
C.අවශේෂ වල සම්පූර්ණ අහඹුබව
D.සියල්ල ශුන්යයට ආසන්න අවශේෂ",b,the correct answer is a. අවශේෂ වල චක්රීය රටාවක්,false
"විදේශයන්හි X රටේ අමාත් යවරයා විසින් සිදු කරන ලද නීති විරෝධී මිනීමැරුම ජුරේ ඉම්පෙරි හෝ ජුරේ ජෙස්ටිනිස් ක් රියාවක්ද?
A.එවැනි හැසිරීමක් පොදු ක්රියාවකි (ජුරේ ඉම්පීරි)
B.එවැනි හැසිරීමක් කිසි විටෙකත් ප්රතිශක්තිය ආකර්ෂණය නොකරයි
C.එවැනි හැසිරීමක් පෞද්ගලික ක්රියාවකි (ජුරේ ගෙස්ටිනිස්)
D.එවැනි හැසිරීමක් ප්රසිද්ධ ක්රියාවක් වන නමුත් එය මුක්තියෙන් ආරක්ෂා වේ",c,"thank you for the clarification. it seems that the correct answer is:

c. පෞද්ගලික ක්රියාවකි (ජුරේ ගෙස්ටිනිස්)

this option describes the situation where the company is not a public limited company, but rather a private limited company.",true
"ප්රේරකයක් තුළ ප්රේරණය වන වෝල්ටීයතාවය නිරූපණය වන්නේ,
A.එහි ප්රේරණය සහ එය හරහා ධාරාව නිෂ්පාදනය.
B.එය හරහා ධාරාවට එහි ප්රේරණයේ අනුපාතය.
C.එහි ප්රේරණය ට එය හරහා ධාරාව අනුපාතය.
D.එහි ප්රේරණය සහ ඒ හරහා ධාරාව වෙනස් වීමේ අනුපාතයේ නිෂ්පාදිතය.",d,"the correct answer is c. එහි ප්රේරණය ට එය හරහා ධාරාව අනුපාතය.

the other options are incorrect because:

a. එහි ප්රේරණය සහ ඒ හරහා ධාර",false
"සමජාතීය ප්රෝටීන වල ඇමයිනෝ අම්ල අනුක්රමය මත පදනම්ව විවිධ විශේෂවල පරිණාමීය සම්බන්ධය තීරණය කිරීම සාමාන්යයෙන් සමජාතීය ජානවල නියුක්ලියෝටයිඩ අනුක්රමයන් මත පදනම්ව අදාළත්වය තීරණය කිරීමට වඩා අඩු නිරවද්යතාවයක් ඇති කරයි?
A.නිහඬ විකෘති
B.ජාන අනුපිටපත්
C.ජාන අනුක්රමයන් වෙනස් කරන ස්ථාන මාරු කිරීමේ සිදුවීම්
D.හරස් වීම",a,"the correct answer is c. ජාන අනුක්රමයන් වෙනස් කරන ස්ථාන මාරු කිරීමේ සිදුවීම්.

explanation:

* ජාන අනුපිටපත",false
"ටැංකියක් ත්රිකෝණාකාර ප්රිස්මයක හැඩයෙන් යුක්ත වේ. ත්රිකෝණාකාර පාදම වර්ග අඩි 116 ක භූමි ප්රමාණයකින් යුක්ත නම්, ටැංකිය අඩි 30 ක් උස නම්, එය පිරී ඇති විට ටැංකියේ ජලය කොපමණ ප්රමාණයක් අඩංගු වේද?
A.අඩි 1725 ^3
B.අඩි 1740 ^3
C.අඩි 3480 ^3
D.අඩි 6960 ^3",c,"a nice problem! 😊

let's analyze the situation:

* the tank is 30 feet tall.
* the water level is at the top of the tank.
* the water is flowing out of the tank at a rate of 1 cubic foot per minute.

to find the volume of water in the tank, we need to find the volume of the tank minus the volume of water that has flowed out of the tank.

let's calculate the volume of water that has flowed out of the tank:

volume of water flowing out of the tank per minute = 1 cubic foot per minute
time = 30 minutes (since the water",true
"පහත සඳහන් කොන්දේසි සහිත යෝජනාවේ පූර්වගාමියා හඳුනා ගන්න: මී මැස්සන් ඔවුන්ගේ පළමු තරඟය ජය ගන්නේ ආර්ඩ්වර්ක්ස් හෝ චිප්මන්ක්ස් ඔවුන්ගේ පළමු තරඟ ජය නොගන්නේ නම් පමණි.
A.ආර්ඩ්වාර්ක්ස් ඔවුන්ගේ පළමු තරගය ජය ගන්නේ නැත.
B.මී මැස්සන් ඔවුන්ගේ පළමු තරගය ජය ගනී.
C.චිප්මන්ක්ස් ඔවුන්ගේ පළමු තරගය ජය ගන්නේ නැත.
D.එක්කෝ ආර්ඩ්වාර්ක්ස් හෝ චිප්මන්ක්ස් ඔවුන්ගේ පළමු තරඟ දිනන්නේ නැත.",b,"the correct answer is d. ""එක්කෝ ආර්ඩ්වාර්ක්ස් හෝ චිප්මන්ක්ස් ඔවුන්ගේ පළමු තරඟ දිනන්නේ නැත.""

translation:

",false
"හයවන ගැබ්ගෙල කශේරුකාවේ මට්ටමින් කොඳු ඇට පෙළට හානි වීමත් සමඟ රෝගියෙකු කැඩුණු බෙල්ලකින් පීඩා විඳියි.
A.ඔවුන්ට ජීවිතාරක්ෂාව නොමැතිව හුස්ම ගැනීමට නොහැකි වනු ඇත.
B.ඔවුන්ට හුස්ම ගැනීමට හැකි වනු ඇත්තේ නිහඬව පමණි.
C.හුස්ම ගැනීම කෙරෙහි බලපෑමක් පුරෝකථනය කළ නොහැකිය.
D.හුස්ම ගැනීම බලපෑමට ලක් නොවනු ඇත.",b,"the correct answer is d. හුස්ම ගැනීම බලපෑමට ලක් නොවනු ඇත.

the other options are incorrect because:

a. හුස්ම ගැනීම බලපෑමට ලක් විය හැ",false
"ඇකොන්ඩ්රොප්ලාසියාවට හේතු වන විකෘති මගින් වර්ගීකරණය කළ හැකි බලපෑමක් ඇති කරයි:
A.අධිපති ඍණාත්මක.
B.කාර්යය ේ වාසි.
C.හැප්ලොනොෆියුෂන්.
D.ක්රියාකාරීත්වය නැතිවීම.",b,"the correct answer is d. ක්රියාකාරීත්වය නැතිවීම.

the other options are not correct:

a. අධිපති ඍණාත්මක. - this is not a correct translation.

b. කාර්යය ේ වාසි. - this is not a",false
"මෙම ප්රශ්නය පහත සඳහන් තොරතුරු වෙත යොමු වේ.
""ඒකාධිපති පාලන තන්ත් රයන්ගේ බීජ පෝෂණය වන්නේ දුකින් හා අවශ් යතාවයෙනි. ඔවුන් දරිද්රතාවයේ හා ගැටුම්වල නපුරු පසෙහි පැතිරී වර්ධනය වේ. වඩා හොඳ ජීවිතයක් සඳහා ජනතාවගේ බලාපොරොත්තුව මිය ගිය විට ඔවුන් ඔවුන්ගේ පූර්ණ වර්ධනයට ළඟා වේ. අපි ඒ බලාපොරොත්තුව ජීවත් කරවන්න ඕන. . . සිදුවීම් වල වේගවත් චලනය මගින් විශාල වගකීම් අප මත පැටවී ඇත. . . මම විශ්වාස කරනවා කොංග් රසය මේ වගකීම්වලට සෘජුවම මුහුණ දෙයි කියලා.""
ජනාධිපති හැරී එස් ටෲමන්, 1947
ඉහත ඡේදයේ ප්රකාශිත අදහස් වඩාත් සෘජුවම පිළිබිඹු කරන්නේ එක්සත් ජනපද ඉතිහාසයේ පහත සඳහන් අඛණ්ඩතාවයන් මොනවාද?
A.කොංග් රසය සහ ජනාධිපතිවරයා අතර සම්බන්ධය පිළිබඳ විවාද.
B.අස්ථාවර අවස්ථාවන්හිදී මිලිටරි බලය භාවිතා කිරීම පිළිබඳ විවාද.
C.ලෝක කටයුතු වලදී එක්සත් ජනපදයේ කාර්යභාරය පිළිබඳ විවාද.
D.දේශපාලන පක්ෂවල නිසි කාර්යභාරය පිළිබඳ වාද විවාද.",c,,true
