Question,CorrectAnswer,GivenAnswer,Correct
"އެންމެ ކައިރީގައި ވާ ހާހަކަށް ރައުންޑްކޮށްފައިވާ ނަމްބަރަކީ 47،000 އެވެ. ރައުންޑް ކުރި ނަމްބަރަކީ ކޮން ނަމްބަރެއް ހެއްޔެވެ؟
A.46,295
B.46,504
C.47,520
D.47,924",b,"the correct answer is c.47,520.

the passage states that the population of the country is approximately 47,000.",false
"އިންގްލެންޑާއި އިޒްރޭލު ފަދަ ގައުމުތަކުގެ ސިޔާސީ ޕާޓީތަކާ އަޅާ ބަލާއިރު، އެ ދެ ގައުމުގައި ވެސް މަލްޓިޕާޓީ ސިސްޓަމްތައް އޮންނަ އިރު، އެމެރިކާގެ ސިޔާސީ ޕާޓީތަކަކީ
A.އިންތިޚާބުގެ ނަތީޖާއަށް ނުފޫޒު ފޯރުވުމުގެ ޝައުޤުވެރިކަން ކުޑަވުން
B.ސިޔާސީ ފިކުރުތައް ދެމެހެއްޓެނިވި ގޮތެއްގައި ދެނެގަނެވިފައި ނުވާކަން އެނގެއެވެ.
C.ސިޔާސީ ސަޕޯޓަރުންގެ އަތުން ފައިސާ ހޯދުމުގައި ނުފޫޒު ކުޑަ
D.އެބޭފުޅުންގެ މުޅި ދާއިރާތަކުގެ ލަނޑުދަނޑިތައް ދައްކުވައިދެއްވުން މާ ރަނގަޅެވެ.",b,i'd be happy to help you with your question.,true
"ނެދަލޭންޑްސްގެ ރަސްމީ ބަހަކީ ކޮބައި ހެއްޔެވެ؟
A.ޑެނިޝް
B.ސްވިޑިޝް
C.ޖަރުމަން
D.ޑަޗް",d,"the correct answer is d.ޑަޗް.

the maldivian language is also known as dhivehi (ޑަޗް).",true
"އެކްޓަރު އެންޓޯނިއޯ ބަންޑޭރާގެ މާދަރީ ބަހަކީ ކޮބައި ހެއްޔެވެ؟
A.ސްޕެނިޝް
B.ރަޝިއަން
C.ޖަރުމަން
D.ފަރަންސޭސި",a,"the correct answer is a. ސްޕެނިޝް.

the maldives is an archipelago of 1,192 coral islands located in the indian ocean.",true
"އެކޮންޑްރޯޕްލާސިއާ އަށް މަގުފަހިވާ މިއުޓޭޝަންތަކުގެ ސަބަބުން އަސަރެއް ކުރާ އިރު، އެ ކަމުގެ އަސަރު ގިންތި ކުރެވޭނީ:
A.ޑޮމިނެންޓް ނެގެޓިވް.
B.ގެއިން އޮފް ފަންކްޝަން.
C.ހެޕްލޮއިންސްފިޝިއެންސީ.
D.ލޮސް އޮފް ފަންކްޝަން.",b,"i'm happy to help you with your question! however, i noticed that the question is not clear. could you please rephrase the question or provide more context so i can better understand and assist you?",true
"1999 ވަނަ އަހަރު ރިލީޒްކުރި ""މެގްނޯލިއާ"" ގެ ސެޓަކީ ކޮން ސްޓޭޓެއްގައި ހެއްޔެވެ؟
A.ކެލިފޯނިއާ
B.ސައުތު ކެރޮލީނާ
C.ޖޯޖިޔާ
D.ޓެކްސަސް",a,"the correct answer is a. ކެލިފޯނިއާ.

the maldives is a country located in the indian ocean, and it is not a city or a state.",true
"އޭގެ ތެރެއިން އެންމެ ގިނަ ސީކުއެލްތައް އުފެދުނީ ކޮން ބިރުވެރި ފިލްމަކުން ހެއްޔެވެ؟
A.ހަޅޭއްލަވައިގަތުމެވެ.
B.ޖަވާހިރުގެ
C.ހެލޯވީން""
D.13 ވަނަ ހުކުރު ދުވަހެވެ.",d,"the correct answer is a. ހަޅޭއްލަވައިގަތުމެވެ.

the other options are not correct.",false
"ތަޢުރީފުކުރާ ޝަޚްޞިއްޔަތުގެ އޮޅުވާލުމަކީ ވަކި ވައްތަރެއްގެ
A.އެކްސިޑެންޓްގެ އޮޅުވާލުން
B.ދޮގު ދެބަސްވުން
C.އެ ސުވާލަށް އެދުމެވެ.
D.ސަރކިއުލަރ ރިޒަނިންގ",a,"the correct answer is a. އެކްސިޑެންޓްގެ އޮޅުވާލުން.

the other options are not correct.",true
"މެދު އުމުރުގެ ބޮޑެތި މީހުން އުމުރުން ދުވަސްވީ ނުވަތަ ޒުވާން ބޮޑެތި މީހުންނަށްވުރެ _____ ގިނަކަމަށް ފެނެއެވެ
A.ޖެނެރޭޓިވް
B.ނިއުރޯޓިކް
C.އެއްބަސްވެވޭ
D.ޔަޤީން",a,"the correct answer is c. އެއްބަސްވެވޭ

the sentence is in dhivehi, and it translates to ""it is not possible to determine the exact number of people who will be affected.""",false
"ކޭ-ފޯލްޑް ކްރޮސް ވެލިޑޭޝަން
A.ލީނިއަރ އިން ކޭ
B.ކުއަޑްރެޓިކް އިން ކޭ
C.ކިއުބިކް އިން ކޭ
D.އެކްޕޮނެންޝަލް އިން ކޭ",a,"the correct answer is b. ކުއަޑްރެޓިކް އިން ކޭ.

the other options are not correct.",false
