Question,CorrectAnswer,GivenAnswer,Correct
"നടൻ അന്റോണിയോ ബാൻഡെറയുടെ മാതൃഭാഷ എന്താണ്?
A.സ്പാനിഷ്
B.റഷ്യൻ
C.ജർമ്മൻ
D.ഫ്രഞ്ച്",a,a.,true
"1.0 M ഫിനോൾ, C6H5OH, ലായനിയിൽ H+(aq) സാന്ദ്രത നിർണ്ണയിക്കുക. (ഫിനോളിന്റെ ക 1 × 10^-10 ആണ്.)
A.1 × 10^-10 M
B.1 × 10^-9 M
C.1 × 10^-3 M
D.1 × 10^-5 M",d,the correct answer is a.1 × 10^-10 m.,false
"ഇനിപ്പറയുന്നവയിൽ ഏത് വിഭവമാണ് പന്നി കുടലിൽ നിന്ന് ഉണ്ടാക്കുന്നത്?
A.ഹാഗ്ഗിസ്
B.ചിറ്റ്ലിൻസ്
C.grits
D.ഛേദിക്കുക",b,c.,false
"1999-ൽ പുറത്തിറങ്ങിയ മാഗ്നോളിയ എന്ന സിനിമയുടെ പശ്ചാത്തലം ഏത് അവസ്ഥയിലാണ്?
A.കാലിഫോർണിയ
B.സൗത്ത് കരോലിന
C.ജോർജിയ
D.ടെക്സാസ്",a,c.,false
"മധ്യവയസ്കരായ മുതിർന്നവർ പ്രായമായവരോ ചെറുപ്പക്കാരോ ആയ മുതിർന്നവരേക്കാൾ ____ കൂടുതലാണെന്ന് തോന്നുന്നു
A.ജനറേറ്റീവ്
B.ന്യൂറോട്ടിക്
C.സമ്മതം
D.ഉറപ്പ്",a,a. ജനറേറ്റീവ്,true
"നെതർലാൻഡിന്റെ ഔദ്യോഗിക ഭാഷ ഏതാണ്?
A.ഡാനിഷ്
B.സ്വീഡിഷ്
C.ജർമ്മൻ
D.ഡച്ച്",d,a.,false
"ഏറ്റവും അടുത്തുള്ള ആയിരത്തിനടുത്തുള്ള ഒരു സംഖ്യ 47,000 ആണ്. വൃത്താകൃതിയിലുള്ള സംഖ്യ ഏത് ആയിരിക്കാം?
A.46,295
B.46,504
C.47,520
D.47,924",b,"c.47,520",false
"കെ-ഫോൾഡ് ക്രോസ്-വാലിഡേഷൻ
A.Linear in K
B.Quadratic in K
C.ക്യുബിക് ഇൻ കെ
D.Exponential in K",a,c,false
"ഈ ഹൊറർ ചിത്രങ്ങളിൽ ഏതാണ് ഏറ്റവും കൂടുതൽ തുടർച്ചകൾക്ക് കാരണമായത്?
A.നിലവിളി.
B.താടിയെല്ലുകൾ'
C.ഹാലോവീൻ'
D.വെള്ളിയാഴ്ച 13'",d,a.,false
"പ്രശംസനീയമായ വ്യക്തിത്വത്തിന്റെ തെറ്റിദ്ധാരണ ഒരു പ്രത്യേക തരം ആണ്
A.അപകടത്തിന്റെ തെറ്റിദ്ധാരണ
B.തെറ്റായ ആശയക്കുഴപ്പം
C.ആ ചോദ്യം യാചിച്ചു.
D.സർക്കുലർ യുക്തി",a,a.അപകടത്തിന്റെ തെറ്റിദ്ധാരണ,true
"ഒരു ഇൻഡക്ടറിൽ പ്രേരിപ്പിക്കുന്ന വോൾട്ടേജ് ഇനിപ്പറയുന്ന രീതിയിൽ പ്രതിനിധീകരിക്കുന്നു,
A.അതിന്റെ ഇൻഡക്റ്റൻസിന്റെയും അതിലൂടെയുള്ള പ്രവാഹത്തിന്റെയും ഉൽപ്പന്നം.
B.അതിന്റെ ഇൻഡക്റ്റൻസും അതിലൂടെയുള്ള വൈദ്യുതപ്രവാഹവും തമ്മിലുള്ള അനുപാതം.
C.അതിലൂടെയുള്ള വൈദ്യുതപ്രവാഹവും അതിന്റെ ഇൻഡക്റ്റൻസും തമ്മിലുള്ള അനുപാതം.
D.അതിന്റെ ഇൻഡക്റ്റൻസിയുടെയും അതിലൂടെയുള്ള വൈദ്യുത പ്രവാഹത്തിന്റെ മാറ്റത്തിന്റെ നിരക്കിന്റെയും ഉൽപ്പന്നം.",d,the correct answer is c. the sentence is describing the relationship between the voltage and current in an electrical circuit. the sentence is stating that the voltage and current are related in such a way that the voltage is proportional to the square of the current.,false
"ഇന്ത്യയിൽ നിന്ന് അമേരിക്കയിലേക്കുള്ള ഒരു നീക്കം പരിഗണിക്കുമ്പോൾ ഇനിപ്പറയുന്നവയിൽ ഏത് ഘടകമാണ് റിവയ്ക്ക് ഒരു ""ആകർഷണ"" ഘടകമായി കണക്കാക്കപ്പെടുക?
A.കടുത്ത ദാരിദ്ര്യം
B.മെച്ചപ്പെട്ട ജോലിയും ഉയർന്ന വേതനവും
C.ഇന്ത്യയിലെ ജാതിവ്യവസ്ഥ
D.അവളുടെ അയൽപക്കത്തെ അക്രമം",b,"the correct answer is b. മെച്ചപ്പെട്ട ജോലിയും ഉയർന്ന വേതനവും.

the other options are not correct.",true
"ഇനിപ്പറയുന്ന സോപാധിക നിർദ്ദേശത്തിന്റെ മുൻഗാമി തിരിച്ചറിയുക: ആർഡ്വാർക്കുകളോ ചിപ്മങ്കുകളോ അവരുടെ ആദ്യ ഗെയിമുകൾ വിജയിച്ചില്ലെങ്കിൽ മാത്രമേ തേനീച്ചകൾ അവരുടെ ആദ്യ ഗെയിം വിജയിക്കൂ.
A.ആർഡ്വാർക്കുകൾ അവരുടെ ആദ്യ മത്സരത്തിൽ വിജയിച്ചില്ല.
B.തേനീച്ചകൾ അവരുടെ ആദ്യ കളി ജയിച്ചു.
C.ചിപ്മങ്കുകൾ അവരുടെ ആദ്യ കളി ജയിക്കുന്നില്ല.
D.ഒന്നുകിൽ ആർഡ്വാർക്കുകളോ ചിപ്മുങ്കുകളോ അവരുടെ ആദ്യ ഗെയിമുകൾ ജയിക്കുന്നില്ല.",b,"the correct answer is c. ""ചിപ്മങ്കുകളോ അവരുടെ ആദ്യ കളി ജയിക്കുന്നില്ല"" means ""the chipmunks or they do not win their first game"".",false
"ഇനിപ്പറയുന്നവയിൽ ഏതാണ് സാധാരണയായി ഡേറ്റ് റേപ്പുമായി പൊരുത്തപ്പെടുന്നത്?
A.അമിതമായ ബലപ്രയോഗം
B.മുൻകൂട്ടി തീരുമാനിച്ചത്
C.ലൈംഗിക പ്രേരണ
D.ആയുധ ഉപയോഗം ഉൾപ്പെടുന്നു",c,"the correct answer is a. അമിതമായ ബലപ്രയോഗം.

the other options are not correct:

b. മുൻകൂട്ടി തീരുമാനിച്ചത് refers to the act of making a decision, which is not the correct answer.

c. ലൈംഗിക പ്രേ",false
"ഈ ചോദ്യം ഇനിപ്പറയുന്ന വിവരങ്ങളെ സൂചിപ്പിക്കുന്നു.
""സ്വേച്ഛാധിപത്യ ഭരണകൂടങ്ങളുടെ വിത്തുകൾ ദുരിതവും ദാരിദ്ര്യവുമാണ് പരിപോഷിപ്പിക്കുന്നത്. ദാരിദ്ര്യത്തിന്റെയും കലഹത്തിന്റെയും ദുഷിച്ച മണ്ണിൽ അവർ വ്യാപിക്കുകയും വളരുകയും ചെയ്യുന്നു. മെച്ചപ്പെട്ട ജീവിതത്തിനായുള്ള ഒരു ജനതയുടെ പ്രതീക്ഷ ഇല്ലാതാകുമ്പോഴാണ് അവർ അവരുടെ പൂർണ്ണ വളർച്ചയിലെത്തുന്നത്. ആ പ്രതീക്ഷ നിലനിര് ത്തണം. . . സംഭവങ്ങളുടെ ദ്രുതഗതിയിലുള്ള ചലനത്തിലൂടെ വലിയ ഉത്തരവാദിത്തങ്ങൾ നമ്മുടെ മേൽ ചുമത്തിയിരിക്കുന്നു. . . കോൺഗ്രസ് ഈ ഉത്തരവാദിത്തങ്ങൾ കൃത്യമായി നേരിടുമെന്ന് എനിക്ക് ഉറപ്പുണ്ട്.
പ്രസിഡന്റ് ഹാരി എസ് ട്രൂമാൻ, 1947
മുകളിൽ പറഞ്ഞ ഭാഗത്തിൽ പ്രകടിപ്പിച്ച ആശയങ്ങൾ യുഎസ് ചരിത്രത്തിലെ ഇനിപ്പറയുന്ന തുടർച്ചകളിൽ ഏതാണ് ഏറ്റവും നേരിട്ട് പ്രതിഫലിപ്പിക്കുന്നത്?
A.കോൺഗ്രസും പ്രസിഡന്റും തമ്മിലുള്ള ബന്ധത്തെക്കുറിച്ചുള്ള സംവാദങ്ങൾ.
B.അസ്ഥിരമായ സാഹചര്യങ്ങളിൽ സൈനിക ശക്തി ഉപയോഗിക്കുന്നതിനെക്കുറിച്ചുള്ള സംവാദങ്ങൾ.
C.ലോകകാര്യങ്ങളിൽ അമേരിക്കയുടെ പങ്കിനെക്കുറിച്ചുള്ള സംവാദങ്ങൾ.
D.രാഷ്ട്രീയ പാർട്ടികളുടെ ഉചിതമായ പങ്കിനെക്കുറിച്ചുള്ള സംവാദങ്ങൾ.",c,വൿിവവ൭ഭഭഭവവവ൭൭൴വഭിിഭവവവവ൴വ൭വ൴വ൴വവ൴വൿവ൭൭൴൴ഭവ൴വ൴വ൴്വ൴വ൴വ൴വ൴൴വ൴്വ൴്ഴ്ഴ്മ,true
"അക്കോൻഡ്രോപ്ലാസിയയ്ക്ക് കാരണമാകുന്ന മ്യൂട്ടേഷനുകൾ ഒരു പ്രഭാവം ചെലുത്തുന്നു, അവയെ ഇങ്ങനെ തരംതിരിക്കാം:
A.ആധിപത്യം പുലർത്തുന്ന നെഗറ്റീവ്.
B.gain-of-function.
C.ഹാപ്ലോയിൻ അപര്യാപ്തത.
D.പ്രവർത്തന നഷ്ടം.",b,"the correct answer is b. gain-of-function.

gain-of-function mutations are those that increase the activity or function of a protein. this can lead to a variety of diseases, including cancer, neurodegenerative disorders, and metabolic disorders.

the other options are not correct because:

a. loss-of-function mutations are those that decrease the activity or function of a protein.

c. dominant-negative mutations are those that decrease the activity or function of a protein, but only when the mutated protein is present in the cell.

d. neutral mutations are those that do not change the activity or function of a protein.",true
" ഈ മാർക്കറ്റിംഗ്, ആശയവിനിമയ ഉപകരണം ഒരു ഉൽപ്പന്നം / സേവനം വാങ്ങാൻ ഉപഭോക്താക്കളെ പ്രോത്സാഹിപ്പിക്കുന്നതിന് നേരിട്ടുള്ള പ്രേരണ അല്ലെങ്കിൽ പ്രോത്സാഹനം വാഗ്ദാനം ചെയ്യുന്നു:
A.പരസ്യം.
B.പബ്ലിക് റിലേഷൻസ്.
C.സെയിൽസ് പ്രമോഷൻ.
D.ഡയറക്ട് മാർക്കറ്റിംഗ്.",c,"the correct answer is b. public relations relations.

public relations (pr) is the process of building and maintaining a positive image or reputation for an individual, organization, or product. pr involves creating and disseminating messages to the public, media, and other stakeholders.

the other options are not correct because:

a. publicity is a one-way communication process, whereas pr is a two-way communication process.

c. promotion is a marketing strategy that involves advertising, sales promotions, and other marketing tactics. while promotion is a key component of pr, it is not the same thing.

d. marketing is a broader field that encompasses pr, as",false
"വിദേശത്തുള്ള പത്താം രാജ്യത്തിന്റെ മന്ത്രി നടത്തിയ നിയമവിരുദ്ധമായ നരഹത്യ ഒരു നിയമപരമായ കുറ്റകൃത്യമാണോ അതോ നിയമപരമായ പ്രവൃത്തിയാണോ?
A.അത്തരം പെരുമാറ്റം ഒരു പൊതു പ്രവൃത്തിയാണ് (ജുർ ഇംപീരിയി)
B.അത്തരം പെരുമാറ്റം ഒരിക്കലും പ്രതിരോധശേഷി ആകർഷിക്കുന്നില്ല
C.അത്തരം പെരുമാറ്റം ഒരു സ്വകാര്യ പ്രവൃത്തിയാണ് (jure gestionis)
D.അത്തരം പെരുമാറ്റം ഒരു പൊതു പ്രവൃത്തിയാണ്, പക്ഷേ രോഗപ്രതിരോധത്താൽ പരിരക്ഷിക്കപ്പെടുന്നു",c,"the correct answer is c. അത്തരം പെരുമാറ്റം ഒരു പൊതു പ്രവൃത്തിയാണ്, പക്ഷേ രോഗപ്രതിരോധത്താൽ പരിരക്ഷി",false
"ആറാമത്തെ സെർവിക്കൽ കശേരുക്കളുടെ തലത്തിൽ സുഷുമ് നാ നാഡിക്ക് കേടുപാടുകൾ സംഭവിച്ച് ഒരു രോഗിക്ക് കഴുത്ത് ഒടിഞ്ഞു.
A.ലൈഫ് സപ്പോർട്ട് ഇല്ലാതെ അവർക്ക് ശ്വസിക്കാൻ കഴിയില്ല.
B.അവർക്ക് നിശബ്ദമായി ശ്വസിക്കാൻ മാത്രമേ കഴിയൂ.
C.ശ്വസനത്തിൽ ഒരു പ്രഭാവം പ്രവചിക്കുക അസാധ്യമാണ്.
D.ശ്വസനത്തെ ബാധിക്കില്ല.",b,"the correct answer is b. അവർക്ക് നിശബ്ദമായി ശ്വസിക്കാൻ മാത്രമേ കഴിയൂ.

the other options are incorrect because:

a. ലൈഫ് സപ്പോർട്ട് ഇല്ലാതെ അ",true
