Question,CorrectAnswer,GivenAnswer,Correct
"આમાંની કઈ હોરર ફિલ્મોએ સૌથી વધુ સિક્વલ બનાવી છે?
A.ચીસો'
B.જડબાં'
C.હેલોવીન'
D.13મીને શુક્રવાર'",d,c,false
"નેધરલેન્ડ્સની સત્તાવાર ભાષા શું છે?
A.ડેનિશ
B.સ્વીડિશ
C.જર્મન
D.ડચ",d,a.,false
"K-ફોલ્ડ ક્રોસ-માન્યતા છે
A.K માં રેખીય
B.K માં દ્વિઘાત
C.K માં ઘન
D.K માં ઘાતાંકીય",a,a,true
"1999 માં આવેલી ફિલ્મ મેગ્નોલિયા' કયા રાજ્યમાં સેટ થઈ છે?
A.કેલિફોર્નિયા
B.દક્ષિણ કેરોલિનાusa. kgm
C.જ્યોર્જિયા
D.ટેક્સાસ",a,c.,false
"આમાંથી કઈ વાનગી ડુક્કરના આંતરડામાંથી બનાવવામાં આવે છે?
A.હાગીસ
B.ચિટલીન્સ
C.ગ્રિટ્સ
D.chop suey",b,c.,false
"નીચેનામાંથી કઇ લાક્ષણિકતા સામાન્ય રીતે તારીખના બળાત્કાર સાથે સુસંગત છે?
A.અતિશય બળનો ઉપયોગ
B.પૂર્વનિર્ધારિત
C.જાતીય રીતે પ્રેરિત
D.જેમાં હથિયારનો ઉપયોગ સામેલ છે",c,a. અતિશય બળનો ઉપયોગ,false
"આધેડ વયના પુખ્ત વયના લોકો વૃદ્ધ અથવા યુવાન પુખ્ત વયના લોકો કરતા વધુ ____ હોય તેવું લાગે છે
A.જનરેટિવ
B.ન્યુરોટિક
C.સંમત થાય તેવુ
D.ચોક્કસ",a,c. સંમત થાય તેવુ,false
"એક સંખ્યા, નજીકના હજારના ગોળાકાર, 47,000 છે. કયો નંબર એ નંબર હોઈ શકે કે જેને ગોળાકાર કરવામાં આવ્યો હતો?
A.46,295
B.46,504
C.47,520
D.47,924",b,"the correct answer is c. 47,520.",false
"અભિનેતા એન્ટોનિયો બંદેરાસ મૂળ ભાષા શું છે?
A.સ્પૅનિશ
B.રશિયન
C.જર્મન
D.ફ્રેન્ચ",a,a.,true
"1.0 એમ ફિનોલ, C6H5OH, દ્રાવણમાં H+(aq) સાંદ્રતા નક્કી કરો. (ફીનોલ માટેનો Ka એ 1 × 10^-10 છે.)
A.1 × 10^-10 M
B.1 × 10^-9 M
C.1 × 10^-3 M
D.૧ × ૧૦^-૫ એમ",d,a.1 × 10^-10 m,false
"પ્રશંસાત્મક વ્યક્તિત્વની ભ્રામકતા એ એક વિશિષ્ટ પ્રકારનો છે
A.અકસ્માતની ભ્રમણા
B.ખોટી દ્વિધા
C.પ્રશ્નની ભીખ માંગી રહ્યા છે
D.પરિપત્ર તર્ક",a,c.પ્રશ્નની ભીખ માંગી રહ્યા છે,false
"એકોન્ડ્રોપ્લાસિયા પેદા કરતા મ્યુટેશન અસર કરે છે જેને આ રીતે વર્ગીકૃત કરી શકાય છે:
A.પ્રબળ નકારાત્મક.
B.ગેઇન-ઓફ-ફંક્શન.
C.હેપ્લોઇન્સફિયન્સી.
D.લોસ-ઓફ-ફંક્શન.",b,the correct answer is c. હેપ્લોઇન્સફિયન્સી.,false
"છઠ્ઠા સર્વાઇકલ વર્ટેબ્રાના સ્તરે કરોડરજ્જુને નુકસાન સાથે દર્દીને તૂટેલી ગરદનનો ભોગ બને છે.
A.તેઓ લાઇફ સપોર્ટ વિના શ્વાસ લેવામાં અસમર્થ રહેશે.
B.તેઓ માત્ર શાંતિથી શ્વાસ લઈ શકશે.
C.શ્વાસ પર અસરની આગાહી કરવી અશક્ય છે.
D.શ્વાસ પર કોઈ અસર નહીં થાય.",b,"the correct answer is c. શ્વાસ પર અસરની આગાહી કરવી અશક્ય છે.

this option is correct because it is impossible to predict the impact of a decision on a person's life.",false
"ભારતથી યુનાઇટેડ સ્ટેટ્સ તરફના પગલાને ધ્યાનમાં લેતી વખતે રીવા માટે નીચેનામાંથી કયા પરિબળોને ""પુલ"" પરિબળ માનવામાં આવશે?
A.અબજેક્ટ ગરીબી
B.વધુ સારી નોકરી અને વધુ વેતન
C.ભારતની જ્ઞાતિપ્રથા
D.તેના પાડોશમાં હિંસા",b,"the correct answer is c. ભારતની જ્ઞાતિપ્રથા

this option corresponds to the phrase ""ભારતની જ્ઞાતિપ્રથા"" which means ""the oath of allegiance to the government of india"".

the other options do not accurately translate the phrase.",false
"આમાંથી કયું સમાનધર્મી જનીનોના ન્યુક્લિઓટાઇડ અનુક્રમ પર આધારિત સંબંધના નિર્ધારણ કરતા સામાન્ય રીતે ઓછા સચોટ હોય તેવા સમાનધર્મી પ્રોટીનના એમિનો એસિડ ક્રમના આધારે વિવિધ પ્રજાતિઓની ઉત્ક્રાંતિસંબંધી સંબંધ નક્કી કરવાનું કારણ બને છે?
A.શાંત પરિવર્તનો
B.જનીન ડુપ્લિકેશન્સ
C.સ્થળાંતરની ઘટનાઓ જે જનીન ક્રમો બદલે છે
D.ક્રોસિંગ-ઓવર",a,"the correct answer is c. સ્થળાંતરની ઘટનાઓ જે જનીન ક્રમો બદલે છે.

explanation: the correct answer is c. the question is asking about the events that occur between the location of the individual and the location of the event.",false
"નકારાત્મક અવશેષ ઓટોકોરિલેશન નીચેનામાંથી કયા દ્વારા સૂચવવામાં આવે છે?
A.અવશેષોમાં એક ચક્રીય ભાત
B.અવશેષોમાં વૈકલ્પિક ભાત
C.અવશેષોમાં સંપૂર્ણ રેન્ડમનેસ
D.અવશેષો કે જે બધા શૂન્યની નજીક છે",b,"the correct answer is c. અવશેષોમાં સંપૂર્ણ રેન્ડમનેસ

this option corresponds to the phrase ""અવશેષોમાં સંપૂર્ણ રેન્ડમનેસ"" which means ""the remnants of the remnants"" or ""the remains",false
