Question,CorrectAnswer,GivenAnswer,Correct
"หาความยาวของเส้นโค้ง y = ln x ระหว่างจุดที่ y = 1/2 และ y = 1
A.0.53
B.0.86
C.1.18
D.1.36",c,c. 1.18,true
"ผู้ป่วยได้รับบาดเจ็บคอหักโดยมีความเสียหายต่อไขสันหลังที่ระดับกระดูกสันหลังส่วนคอที่หก
A.พวกเขาจะไม่สามารถหายใจได้หากไม่มีการช่วยชีวิต
B.พวกเขาจะสามารถหายใจได้อย่างเงียบ ๆ เท่านั้น
C.เป็นไปไม่ได้ที่จะทํานายผลกระทบต่อการหายใจ
D.การหายใจจะไม่ได้รับผลกระทบ",b,a.,false
"ภาษาพื้นเมืองของนักแสดง Antonio Banderas คืออะไร?
A.สเปน
B.รัสเซีย
C.เยอรมัน
D.ฝรั่งเศส",a,a. สเปน,true
"กําหนดความเข้มข้นของ H+(aq) ในฟีนอล 1.0 M, C6H5OH, สารละลาย (Ka สําหรับฟีนอลคือ 1 × 10^-10)
A.1 × 10^-10 ม
B.1 × 10^-9 ม
C.1 × 10^-3 ม
D.1 × 10^-5 ม",d,c. 1 × 10^-3 ม,false
"ประเทศใดต่อไปนี้ปล่อย CO2 ต่อหัวมากที่สุดในปี 2017
A.ญี่ปุ่น
B.แคนาดา
C.รัสเซีย
D.อิหร่าน",b,c. รัสเซีย,false
"ธุรกิจมีส่วนร่วมในการบัญชีเพื่อสังคมเนื่องจากความต้องการจาก_________เพื่อระบุ________เพื่อปรับปรุง___________และเพื่อส่งเสริม_________และ___________
A.ผู้มีส่วนได้เสีย, ความเสี่ยง, การจัดการผู้มีส่วนได้เสีย, ความรับผิดชอบ, ความโปร่งใส
B.ผู้มีส่วนได้เสีย, ความรับผิดชอบ, ความโปร่งใส, ความเสี่ยง, การจัดการผู้มีส่วนได้เสีย
C.ผู้มีส่วนได้เสีย, ความรับผิดชอบ, ความเสี่ยง, ผู้มีส่วนได้เสีย, การจัดการผู้มีส่วนได้เสีย
D.ผู้มีส่วนได้เสีย, การจัดการผู้มีส่วนได้เสีย, ความโปร่งใส, ความเสี่ยง, ความรับผิดชอบ",a,b,false
"ผู้ใหญ่วัยกลางคนดูเหมือนจะเป็น ____ มากกว่าผู้ใหญ่ที่มีอายุมากกว่าหรืออายุน้อยกว่า
A.กําเนิด
B.โรคประสาท
C.น่าพอใจ
D.แน่นอน",a,c. น่าพอใจ,false
"การฆาตกรรมที่ผิดกฎหมายที่กระทําโดยรัฐมนตรีของประเทศ X ในต่างประเทศเป็นการกระทําโดยนิตินัยหรือทางนิตินัยหรือไม่?
A.การกระทําดังกล่าวเป็นการกระทําสาธารณะ (jure imperii)
B.พฤติกรรมดังกล่าวไม่เคยดึงดูดภูมิคุ้มกัน
C.การกระทําดังกล่าวเป็นการกระทําส่วนตัว (jure gestionis)
D.การกระทําดังกล่าวเป็นการกระทําสาธารณะ แต่ได้รับการคุ้มครองโดยภูมิคุ้มกัน",c,a.,false
"โปรแกรมเมอร์เขียนโปรแกรมด้านล่าง โปรแกรมใช้รายการตัวเลขที่เรียกว่า numList โปรแกรมนี้มีวัตถุประสงค์เพื่อแสดงผลรวมของตัวเลขในรายการ
 ผลรวม← numList [1]
 สําหรับแต่ละค่าใน numList
 ผลรวม ← ผลรวม + มูลค่า
 แสดงผลผลรวม
 ในการทดสอบโปรแกรม โปรแกรมเมอร์จะเริ่มต้น numList เป็น [0 , 1 , 4 , 5] โปรแกรมแสดง 10 และโปรแกรมเมอร์สรุปว่าโปรแกรมทํางานตามที่ตั้งใจไว้ ข้อใดต่อไปนี้เป็นความจริง
A.ข้อสรุปถูกต้อง โปรแกรมทํางานตามที่ตั้งใจไว้
B.ข้อสรุปไม่ถูกต้อง โปรแกรมไม่แสดงค่าที่ถูกต้องสําหรับกรณีทดสอบ [0, 1, 4, 5]
C.ข้อสรุปไม่ถูกต้อง การใช้กรณีทดสอบ [0, 1, 4, 5] ไม่เพียงพอที่จะสรุปว่าโปรแกรมถูกต้อง
D.ข้อสรุปไม่ถูกต้อง การใช้กรณีทดสอบ [0, 1, 4, 5] เป็นการยืนยันว่าโปรแกรมทํางานสําหรับรายการในลําดับที่เพิ่มขึ้นเท่านั้น",c,c.,true
"การเข้าใจผิดของบุคลิกภาพที่น่ายกย่องเป็นประเภทเฉพาะของ
A.ความผิดพลาดของอุบัติเหตุ
B.ภาวะที่กลืนไม่เข้าคายไม่ออกเท็จ
C.ตั้งคําถาม
D.การให้เหตุผลแบบวงกลม",a,c. ตั้งคำถาม,false
"ในวงจรอนุกรมถ้ากระแสในหลอดหนึ่งคือ 2 A กระแสในหลอดไฟที่อยู่ถัดจากนั้นคือ
A.ครึ่ง 1 A
B.02:00
C.ขึ้นอยู่กับหลอดไฟที่อยู่ใกล้กับแบตเตอรี่มากขึ้น
D.ข้อมูลไม่เพียงพอที่จะพูด",b,a. ครึ่ง 1 a,false
"ภาษาราชการของเนเธอร์แลนด์คืออะไร?
A.เดนมาร์ก
B.สวีเดน
C.เยอรมัน
D.ดัทช์",d,d. ดัทช์,true
"คําชี้แจง 1 | ในกลุ่ม (ab)^{-2} = b^{-2}a^{-2} คําชี้แจง 2 | ในกลุ่ม (ab)^n = a^nb^n
A.จริงจริง
B.เท็จ, เท็จ
C.จริงเท็จ
D.เท็จ จริง",b,c. จริงเท็จ,true
"ค้นหา $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$
A.1
B.-1
C.0
D.2",b,b. -1,true
"คําว่าการแข่งขันในประเทศหนึ่งได้รับอิทธิพลจากการแข่งขันในประเทศอื่นมากน้อยเพียงใด
A.การค้าระหว่างประเทศ
B.เศรษฐกิจโลก
C.การแข่งขันระดับโลก
D.โลกาภิวัตน์",d,c.การแข่งขันระดับโลก,false
"ข้อใดต่อไปนี้ทําให้การกําหนดความสัมพันธ์ทางวิวัฒนาการของสปีชีส์ต่างๆ โดยพิจารณาจากลําดับกรดอะมิโนของโปรตีนที่คล้ายคลึงกันโดยทั่วไปมีความแม่นยําน้อยกว่าการกําหนดความสัมพันธ์ตามลําดับนิวคลีโอไทด์ของยีนที่คล้ายคลึงกัน
A.การกลายพันธุ์เงียบ
B.การทําสําเนายีน
C.เหตุการณ์การย้ายถิ่นที่เปลี่ยนลําดับยีน
D.ข้ามผ่าน",a,d.ข้ามผ่าน,false
