Question,CorrectAnswer,GivenAnswer,Correct
"འཁྲབ་སྟོན་པ་ཨན་ཏུང་ཉི་ཨོ་·པན་ཏི་ལ་སི་ཡི་ཕ་སྐད་ནི་ཅི་ཞིག་ཡིན།
A.སི་ཕན་གྱི་སྐད།
B.ཨུ་རུ་སུའི་སྐད།
C.འཇར་མན་གྱི་སྐད།
D.ཧྥ་རན་སིའི་སྐད།",a,b,false
"མི་དར་མ་ནི་རྒན་པ་དང་ན་གཞོན་ལས་ལྷག་ཏུ་____
A.གྲུབ་འབྲས་ཐོན་པ།
B.དབང་རྩ།
C.མོས་མཐུན་ཡོད།
D.ངེས་པར་དུ་ཐག་གཅོད་བྱེད",a,c.མོས་མཐུན་ཡོད།,false
"འབྱུང་ཁུངས་གཅིག་པའི་སྤྲི་དཀར་རྫས་ཀྱི་ཨན་གཞི་སྐྱུར་རིམ་པས་སྐྱེ་དངོས་རིགས་མི་འདྲ་བའི་འཕེལ་འགྱུར་གྱི་འབྲེལ་ཡོད་རང་བཞིན་གཏན་འཁེལ་བྱས་པ་ལས་འབྱུང་ཁུངས་གཅིག་པའི་ཉིང་རྡུལ་རྒྱུ་རྐྱེན་གྱི་ཉིང་རྡུལ་苷་རིམ་ལ་གཞིགས་ནས་འབྲེལ་ཡོད་རང་བཞིན་གྱི་ཡང་དག་པའི་རང་བཞིན་ལ་གཞིགས་ནས་འབྲེལ་ཡོད་རང་བཞིན་གྱི་ཚད་
A.ཁ་རོག་གེར་འགྱུར་བ།
B.གཞི་རྒྱུའི་བསྐྱར་དཔར།
C.གཞི་རྒྱུའི་གོ་རིམ་ལ་འགྱུར་ལྡོག་གཏོང་བའི་གནས་སླ་བའི་དོན་རྐྱེན།
D.ཕན་ཚུན་སྣོལ་བ།",a,i am an assistant.,true
"1.0Mཔོན་གྱི་酚་ཚད་འཇལ་གཏན་འཁེལ་བྱས་པ་དང་། C6H50HHཡི་གཤེར་ཁུ་ཁྲོད་ཀྱི་H(aq)གར་ཚད་འཇལ་གཏན་འཁེལ་བྱས་ཡོད། (པུན་酚་གྱི་Kaནི་×་10-1^0-10ཡིན།
A.1×་སྨི^་10-10-10ཡིན།
B.1×་སྨི^་10-9ཡིན།
C.1×^་སྨི་10-3ཡོད།
D.1×^་སྨི་10-5ཡིན།",d,the correct answer is c.1×^་སྨི་10-3ཡོད།,false
"ཕྱི་རྒྱལ་དུ་སྡོད་པའི་གཞུང་ཚབ་Xཡིས་ཁྲིམས་འགལ་གྱིས་མི་བསད་པའི་བྱ་སྤྱོད་ནི་བཅའ་ཁྲིམས་ཐོག་གི་བཙན་རྒྱལ་གྱི་བྱ་སྤྱོད་ཡིན་ནམ་ཡང་ན་བཅའ་ཁྲིམས་ཐོག་གི་དབང་སྒྱུར་བྱ་
A.བྱ་སྤྱོད་དེ་རིགས་ནི་སྤྱི་པའི་བྱ་སྤྱོད་(jure་imperii)ཡིན།
B.བྱ་སྤྱོད་འདི་རིགས་ལ་ཐོག་མ་ཉིད་ནས་ཁྲིམས་སྒོ་རང་བཙན་གྱི་དབང་ཆ་
C.བྱ་སྤྱོད་དེ་རིགས་ནི་མི་སྒེར་གྱི་བྱ་སྤྱོད་(jure ཡིན་པ་དང་། (gstniststiststists
D.བྱ་སྤྱོད་འདི་རིགས་ནི་སྤྱི་པའི་བྱ་སྤྱོད་ཡིན་མོད། འོན་ཀྱང་ཁྲིམས་སྒོ་རང་བཙན་གྱི་དབང་ཆར་སྲུང་སྐྱོབ་",c,i am a assistant,false
"ཚལ་འདི་དག肴ནང་གི་གང་ཞིག་ནི་ཕག་གི་རྒྱུ་མ་ཡིས་བཟོས་པ་རེད།
A.ཧ་ཅི་སི།
B.རུས་སྐོགས་རྒྱུ།སྐོགས
C.糁།།
D.剁་ལག་པ་",b,b,true
"K-foddལ་ཚོད་ལྟས་ར་སྤྲོད་བྱས་ཡོད།
A.ཐིག་རིས་རང་བཞིན།
B.ཕྱོགས་གཉིས་པ། Kརེད།
C.གྲུ་བཞི་མ་Kབཅས་བཙུགས་པ།
D.སྟོན་གྲངས་Kརེད།",a,b,false
"ཧོ་ལན་གྱི་གཞུང་ཕྱོགས་ཀྱི་སྐད་ཆ་ཅི་ཡིན།
A.ཏན་མའེ་ཡི་སྐད།
B.སུའེ་ཏེན་གྱི་གསུང་།
C.འཇར་མན་གྱི་སྐད།
D.ཧོ་ལན་གྱི་སྐད།",d,b,false
"1999ལོའི་གློག་བརྙན་《ཤིང་ལན་མེ་ཏོག》གི་རྒྱབ་ལྗོངས་ཅི་ཞིག་རེད།
A.ཅ་ཀྲོའུ།
B.ནན་ཁ་ལོ་ན་ཀྲོའུ་ལ་ཡོང་བ་རེད།
C.ཀེ་ལུའུ་ཅི་ཡ།
D.ཏེ་ཁེ་ས་སི་ཀྲོའུ།",a,b.ནན་ཁ་ལོ་ན་ཀྲོའུ་ལ་ཡོང་བ་རེད།,false
"ཨང་བཞི་པ་ལྔ་ནས་ཆེས་ཉེ་བའི་གྲངས་གནས་སྟོང་ཕྲག་ལ་སླེབས་པའི་གྲངས་ཀ་ནི་47.000རེད། ཨང་ཀི་གང་ཞིག་ནི་བཞི་དོར་ལྔ་ཡི་གྲངས་ཀ་ཡིན་སྲིད།
A.46,295
B.46,504
C.47,520
D.47,924",b,"the correct answer is c.47,520.

the calculation is:

47,000 + 295 = 47,295

but the question asks for the answer in the format of ""47,520"", which is the closest answer choice.",true
